Placement,Placement url,Type,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate
quiz2020.com,http://quiz2020.com,Site,4,8,50.00%,USD,0.01,0.04,0.00,0.00,0.00%
"Mobile App: Sudoku Free - Classic Brain Puzzle Game (Google Play), by Volcano Entertainment",https://play.google.com/store/apps/details?id=le.lenovo.sudoku,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
gloriousa.com,http://gloriousa.com,Site,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Photo editor & Music video maker (Google Play), by video maker - photo editor std",https://play.google.com/store/apps/details?id=com.videomaker.slideshow.videoeditor.photoeditor,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Crazy Juicer - Slice Fruit Game for Free (Google Play), by zhenrongbin",https://play.google.com/store/apps/details?id=com.crazy.juicer.xm,Mobile application,2,9,22.22%,USD,0.01,0.02,0.00,0.00,0.00%
spiritualify.com,http://spiritualify.com,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Zoom in Profile Photo HD (Google Play), by Azooz",https://play.google.com/store/apps/details?id=insta.profile.picture.ma,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Opera News: Breaking, Local (Google Play), by Opera",https://play.google.com/store/apps/details?id=com.opera.app.news,Mobile application,5,571,0.88%,USD,0.01,0.05,0.00,0.00,0.00%
novelhall.com,http://novelhall.com,Site,0,21,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Tiledom - Matching Games (iTunes App Store), by NANOCRAFT TECH LLP",https://itunes.apple.com/us/app/id1477300089,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Dinosaur Battle Arena: Lost Kingdom Saga (Google Play), by Dexus Dinosaur",https://play.google.com/store/apps/details?id=com.Dexus.Dinosaur.DinosaurBattleArena.LostKingdom,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Hero Rescue (Google Play), by Super Game Studios",https://play.google.com/store/apps/details?id=com.herorescue.knight.pull.pin,Mobile application,0,21,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Name On Birthday Cake - Video,Photo,Creater (Google Play), by Galaxy Launcher",https://play.google.com/store/apps/details?id=best.live_wallpapers.name_on_birthday_cake,Mobile application,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Kakuro (Cross Sums) (Google Play), by Pink Pointer",https://play.google.com/store/apps/details?id=com.pinkpointer.kakuro,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: JAUMO Dating – Flirt With Local Singles (Google Play), by Joyride Dating",https://play.google.com/store/apps/details?id=com.jaumo,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Bubble Pop Hero (iTunes App Store), by Shanghai Zhenglang Technology Co., Ltd.",https://itunes.apple.com/us/app/id1479325503,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
news18.com,http://news18.com,Site,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Fire Text Photo Frame – New Fire Photo Editor 2020 (Google Play), by Xilli Apps",https://play.google.com/store/apps/details?id=com.bpva.firetext.photoframes.photoeffects,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Height Increase - Increase Height Workout, Taller (Google Play), by Leap Fitness Group",https://play.google.com/store/apps/details?id=increaseheightworkout.heightincreaseexercise.tallerexercise,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Brain Out – Can you pass it? (Google Play), by Focus apps",https://play.google.com/store/apps/details?id=com.mind.quiz.brain.out,Mobile application,2,65,3.08%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Hide Photos, Video and App Lock - Hide it Pro (Google Play), by ANUJ TENANI",https://play.google.com/store/apps/details?id=com.hideitpro,Mobile application,2,21,9.52%,USD,0.01,0.02,0.00,0.00,0.00%
hinkhoj.com,http://hinkhoj.com,Site,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Vertical Gallery (Google Play), by Mobsnake",https://play.google.com/store/apps/details?id=com.mobsnake.verticalgallery,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Document Scanner - Free Scan PDF & Image to Text (Google Play), by TopTap Studio",https://play.google.com/store/apps/details?id=document.scanner.scan.pdf.image.text,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Brain Test: Tricky Puzzles (Google Play), by Unico Studio",https://play.google.com/store/apps/details?id=com.unicostudio.braintest,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Solitaire (Google Play), by Solitaire Card Games Ltd",https://play.google.com/store/apps/details?id=com.lemongame.klondike.solitaire,Mobile application,2,33,6.06%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Parlor: The Social Talking App (iTunes App Store), by Parlor.fm Inc.",https://itunes.apple.com/us/app/id426482708,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Bubble Shooter - Pop Bubbles (iTunes App Store), by Ilyon Dynamics Ltd.",https://itunes.apple.com/us/app/id604044220,Mobile application,0,72,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Callbreak, Ludo, Rummy, 29 & Solitaire Card Games (Google Play), by Yarsa Games",https://play.google.com/store/apps/details?id=io.yarsa.games.cardgame,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Screen Mirroring with TV : Play Video on TV (Google Play), by Gravity App Club",https://play.google.com/store/apps/details?id=com.microapps.screenmirroring,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
fouadmods.net,http://fouadmods.net,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: PDF File Reader (Google Play), by Android Candy",https://play.google.com/store/apps/details?id=com.pdfviewer.pdfreader,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Save Story for Facebook Stories - Download (Google Play), by Nemory Studios",https://play.google.com/store/apps/details?id=com.stackwares.android.storysaver.facebook,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: 2048 (Google Play), by Androbaby",https://play.google.com/store/apps/details?id=com.androbaby.game2048,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Incoming Caller Name Announcer & Speaker (Google Play), by Mobi Softech",https://play.google.com/store/apps/details?id=com.Incoming.Caller.Name.Announcer.Speaker,Mobile application,3,3,100.00%,USD,0.02,0.05,0.00,0.00,0.00%
"Mobile App: Talking Tom Cat (Google Play), by Outfit7 Limited",https://play.google.com/store/apps/details?id=com.outfit7.talkingtom,Mobile application,4,10,40.00%,USD,0.01,0.04,0.00,0.00,0.00%
"Mobile App: Mahjong Solitaire: Classic (iTunes App Store), by BitMango Corporation",https://itunes.apple.com/us/app/id1288458862,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Sai Baba Aarti & Mantra (Google Play), by Tiger Queen Apps",https://play.google.com/store/apps/details?id=com.marathi_apps.saibabaapp,Mobile application,2,4,50.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Nature photo frames dual: Photo editor & filters (Google Play), by APPDEVELOPER202",https://play.google.com/store/apps/details?id=com.ashar.naturedual,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Block Puzzle 2020: Funny Brain Game (Google Play), by Block Puzzle Classic",https://play.google.com/store/apps/details?id=com.sg.block.puzzle.jewel,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: My Talking Tom 2 (Google Play), by Outfit7 Limited",https://play.google.com/store/apps/details?id=com.outfit7.mytalkingtom2,Mobile application,1,6,16.67%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: English Tamil Dictionary (Google Play), by INNOVATIVE-SOFTWARE",https://play.google.com/store/apps/details?id=com.hdictionary.ta,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Marathi NewsPlus Made in India (Google Play), by Veooz Inc News from top publishers",https://play.google.com/store/apps/details?id=com.veooz.mr,Mobile application,0,16,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: OnetX - Connect Animal (Google Play), by AMMY Entertaiment",https://play.google.com/store/apps/details?id=com.ammy.onet,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Real Solitaire for iPad (iTunes App Store), by EdgeRift, Inc.",https://itunes.apple.com/us/app/id373942073,Mobile application,0,11,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: My Talking Angela (Google Play), by Outfit7 Limited",https://play.google.com/store/apps/details?id=com.outfit7.mytalkingangelafree,Mobile application,3,7,42.86%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Motu Patlu Car Game (Google Play), by TANGIAPPS IT SOLUTION PRIVATE LIMITED",https://play.google.com/store/apps/details?id=com.tangiappsit.motupatlu.cargame,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Photo Collage Maker - Mirror & Frame Photo Editor (Google Play), by Gami Keyboard & Photo Editor",https://play.google.com/store/apps/details?id=create.photocollage.gamiphotoeditor,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Rummy Cubes (iTunes App Store), by Daniel Rossler",https://itunes.apple.com/us/app/id523522535,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Sudoku Joy - Free Classic Number Puzzle Games (Google Play), by JoyPuz",https://play.google.com/store/apps/details?id=com.newsudoku.number.maze,Mobile application,0,19,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Stylish Text (Google Play), by RuralGeeks",https://play.google.com/store/apps/details?id=com.theruralguys.stylishtext,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Super Hero Fighting Incredible Crime Battle (Google Play), by Action Action Games",https://play.google.com/store/apps/details?id=com.actiongames.incredible.hero.spider.future.fighting,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
reviewmentor.com,http://reviewmentor.com,Site,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Music player (Google Play), by creative & quality std",https://play.google.com/store/apps/details?id=com.search.music.mp3.musicplayer,Mobile application,1,2,50.00%,USD,0.02,0.02,0.00,0.00,0.00%
"Mobile App: Manga Dogs - webtoon reader (iTunes App Store), by Shuang Zou",https://itunes.apple.com/us/app/id1198071602,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
indianexpress.com,http://indianexpress.com,Site,2,43,4.65%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: ACR - Automatic Call Recorder - Caller ID (Google Play), by m24apps",https://play.google.com/store/apps/details?id=com.m24apps.acr,Mobile application,3,15,20.00%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Wallpapers HD, 4K Backgrounds (Google Play), by WallpapersCraft | WallCraft",https://play.google.com/store/apps/details?id=com.wallpaperscraft.wallpaper,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Zomato - Restaurant Finder and Food Delivery App (Google Play), by Zomato",https://play.google.com/store/apps/details?id=com.application.zomato,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Video Downloader for Instagram - Repost IG Photo (Google Play), by InShot Inc.",https://play.google.com/store/apps/details?id=com.popularapp.videodownloaderforinstagram,Mobile application,0,11,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Marriage Photo Video Maker With Music (Google Play), by New Release App Studio",https://play.google.com/store/apps/details?id=com.newreleaseapps.marriagevideomaker,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Two Match: Free Puzzle game to Connect tile pairs (Google Play), by FlinkStudio",https://play.google.com/store/apps/details?id=com.bigpixy.twomatch,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
superfastking.com,http://superfastking.com,Site,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Dangerous Fellows:  your Thriller Otome game (Google Play), by StoryTaco.inc",https://play.google.com/store/apps/details?id=com.lucydream.dangerousfellows,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Woody Block Puzzle ® (iTunes App Store), by Athena FZE",https://itunes.apple.com/us/app/id1212951043,Mobile application,4,15,26.67%,USD,0.01,0.04,0.00,0.00,0.00%
"Mobile App: AppLock (Google Play), by KewlApps",https://play.google.com/store/apps/details?id=com.gamemalt.applocker,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: myMail – E-mail for Hotmail, Gmail, AOL & Outlook (Google Play), by My.com B.V.",https://play.google.com/store/apps/details?id=com.my.mail,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
hindustantimes.com,http://hindustantimes.com,Site,1,44,2.27%,USD,0.02,0.02,0.00,0.00,0.00%
"Mobile App: HiOS Launcher(2020)-  Fast, Smooth, Stabilize (Google Play), by Shalltry Group",https://play.google.com/store/apps/details?id=com.transsion.hilauncher,Mobile application,1,43,2.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: US police Robot Eagle (iTunes App Store), by Kiran arif",https://itunes.apple.com/us/app/id1389705621,Mobile application,1,1,100.00%,USD,0.02,0.02,0.00,0.00,0.00%
satta-kingz.in,http://satta-kingz.in,Site,0,11,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Modern Tuk Tuk Auto Rickshaw: Free Driving Games (Google Play), by Jima Apps",https://play.google.com/store/apps/details?id=com.jima.modern.tuktuk.auto.rickshaw.driving.game.simulator,Mobile application,2,2,100.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Men Sherwani Photo Editor (Google Play), by Allsuitmaster",https://play.google.com/store/apps/details?id=com.allsuit.sherwanieditor,Mobile application,1,6,16.67%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Magic Photo Lab Effect Photo Frames (Google Play), by Mazak Masti Unlimited",https://play.google.com/store/apps/details?id=com.mmumagclbefct.ngmn.ashs,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Word Cross Puzzle: Best Free Offline Word Games (Google Play), by Fantasy Word Games",https://play.google.com/store/apps/details?id=com.wordscapes.word.cookies.puzzle.wordbrain.collect,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Opera Mini - fast web browser (Google Play), by Opera",https://play.google.com/store/apps/details?id=com.opera.mini.native,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Messenger for Messages,Video Chat,Call ID for Free (Google Play), by Messenger Pro : Free Texts & Messages by AppyHigh",https://play.google.com/store/apps/details?id=messenger.chat.social.messenger.lite,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
i7news.com.br,http://i7news.com.br,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Bottle Shooting Game (Google Play), by Sigma App Labs",https://play.google.com/store/apps/details?id=com.knockdown.bottle.game,Mobile application,2,8,25.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Bookworm Classic (Expert) (Google Play), by Layton",https://play.google.com/store/apps/details?id=com.layton.bookworm.pro,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: MyMedia - File Manager (iTunes App Store), by Alexander Sludnikov",https://itunes.apple.com/us/app/id412490864,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Supreme Bubbles (Google Play), by Bubble Shooter Artworks",https://play.google.com/store/apps/details?id=bubbles.superme,Mobile application,0,17,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Tamil Bible (Google Play), by SOFTCRAFT",https://play.google.com/store/apps/details?id=com.book.tamilbible,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Paint Brawl 3D (Google Play), by KobGames",https://play.google.com/store/apps/details?id=com.kob.paintbrawl3d,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Block Puzzle Gem: Jewel Blast 2020 (Google Play), by Block Puzzle Games Jewel",https://play.google.com/store/apps/details?id=com.blockpuzzle.jewel.diamond,Mobile application,4,56,7.14%,USD,0.01,0.04,0.00,0.00,0.00%
"Mobile App: Square Fit Size -  Collage Maker Photo Editor (Google Play), by Photo Editor Perfect Corp.",https://play.google.com/store/apps/details?id=com.baiwang.instasquare,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
silentbus.com,http://silentbus.com,Site,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Photo Frame (Google Play), by highsecure",https://play.google.com/store/apps/details?id=com.highsecure.photoframe,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Bubble Shooter 3 (Google Play), by Bubble Shooter Artworks",https://play.google.com/store/apps/details?id=shooter3.bubble,Mobile application,0,20,0.00%,USD, --,0.00,0.00,0.00,0.00%
mobileapp::2-com.android.fileexplorer,https://play.google.com/store/apps/details?id=com.android.fileexplorer,Mobile application,2,5,40.00%,USD,0.01,0.02,0.00,0.00,0.00%
india.com,http://india.com,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Video Downloader for TikTok (Google Play), by QBE Soft",https://play.google.com/store/apps/details?id=com.qbesoft.titktokvideodownloader,Mobile application,1,7,14.29%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Cut Paste Photo Seamless Edit (Google Play), by Photo2Photo",https://play.google.com/store/apps/details?id=com.eabdrazakov.photomontage,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Pooking - Billiards City (Google Play), by MOUNTAIN GAME",https://play.google.com/store/apps/details?id=com.billiards.city.pool.nation.club,Mobile application,0,21,0.00%,USD, --,0.00,0.00,0.00,0.00%
jansatta.com,http://jansatta.com,Site,0,18,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: TAMIL - FM AM RADIO (free) (Google Play), by Ase.Mob",https://play.google.com/store/apps/details?id=com.asemob.radioapp.tamil,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Numpuz: Classic Number Games, Num Riddle Puzzle (Google Play), by DoPuz Games",https://play.google.com/store/apps/details?id=com.dopuz.klotski.riddle,Mobile application,5,240,2.08%,USD,0.01,0.05,0.00,0.00,0.00%
"Mobile App: Video Downloader (Google Play), by InShot Inc.",https://play.google.com/store/apps/details?id=video.downloader.videodownloader,Mobile application,1,6,16.67%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Bubble Dungeon (Google Play), by Bubble Shooter Artworks",https://play.google.com/store/apps/details?id=dungeon.bubble,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: AppLock Master (Google Play), by AMMY Entertaiment",https://play.google.com/store/apps/details?id=com.ammy.applock,Mobile application,2,3,66.67%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: AppLock (Google Play), by Lite Tools Studio",https://play.google.com/store/apps/details?id=com.litetools.applockpro,Mobile application,0,59,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: AVG AntiVirus 2020 for Android Security Free (Google Play), by AVG Mobile",https://play.google.com/store/apps/details?id=com.antivirus,Mobile application,0,8,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Solitaire (Google Play), by Loop Games",https://play.google.com/store/apps/details?id=com.LoopGames.Solitaire,Mobile application,0,20,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Extreme Car Driving Simulator (Google Play), by AxesInMotion Racing",https://play.google.com/store/apps/details?id=com.aim.racing,Mobile application,2,48,4.17%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Carrom : Candy Carrom - A Carrom Board Game (Google Play), by ButterBox Games",https://play.google.com/store/apps/details?id=com.butterboxgames.candycarrom,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Addons Creator for Minecraft PE (Google Play), by Master for Minecraft",https://play.google.com/store/apps/details?id=com.appscreat.addonsforminecraftpe,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Sugar POP - Sweet Match 3 Puzzle (Google Play), by SUPERBOX.INC",https://play.google.com/store/apps/details?id=com.superbox.aos.sugarpop,Mobile application,0,9,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Lark Player - Free MP3 Music & Youtube Player (Google Play), by Mobiuspace Tech Top Player",https://play.google.com/store/apps/details?id=com.dywx.larkplayer,Mobile application,0,0, --,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Call Recorder S9 - Automatic Call Recorder Pro (Google Play), by SMSROBOT LTD (Auto Call Recorder, Period Tracker)",https://play.google.com/store/apps/details?id=com.smsrobot.callu,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Block Puzzle Cube (Google Play), by Super World",https://play.google.com/store/apps/details?id=blockcube.puzzlegame.blockpuzzle,Mobile application,1,6,16.67%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: ABC Solitaire by SZY (iTunes App Store), by ZHONGYUAN SHEN",https://itunes.apple.com/us/app/id478557130,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Cartoon Photo Editor: Make Cartoon Avatars by AIFX (Google Play), by Shanghai Chuan Information Technology Co., Ltd.",https://play.google.com/store/apps/details?id=com.cmever.android.ai.camera,Mobile application,0,9,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Women Saree  Photo Suit : Royal Traditional Suit (Google Play), by Appwallet Technologies",https://play.google.com/store/apps/details?id=com.appwallet.sareephotoeditor,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Onnect – Pair Matching Puzzle (iTunes App Store), by Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi",https://itunes.apple.com/us/app/id1387897651,Mobile application,0,11,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Find the Differences (Google Play), by Blackout Lab",https://play.google.com/store/apps/details?id=com.blackout.diff,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Jewellery Photo Editor (Google Play), by Outdoing Apps",https://play.google.com/store/apps/details?id=com.jewelleryphotoeditorfree.android,Mobile application,1,4,25.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Set Caller Tune : Hello Tune (Google Play), by Destiny Tool",https://play.google.com/store/apps/details?id=com.destiny.caller.tune.app.download.ringtones.callertune,Mobile application,2,12,16.67%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: New Stickers For WhatsApp - WAStickerapps Free (Google Play), by 9D Technology",https://play.google.com/store/apps/details?id=wastickerapps.stickersforwhatsapp,Mobile application,0,16,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Screen Recorder (Google Play), by AppSmartz",https://play.google.com/store/apps/details?id=com.ezscreenrecorder,Mobile application,0,9,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Car Stunt Ramp Race - Impossible Stunt Games (Google Play), by Zamsolutions",https://play.google.com/store/apps/details?id=com.zam.car.stunt.games,Mobile application,1,4,25.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Farm City : Farming & City Building (Google Play), by iKame Games",https://play.google.com/store/apps/details?id=com.citybay.farming.citybuilding,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
mobileapp::2-com.android.providers.downloads.ui,https://play.google.com/store/apps/details?id=com.android.providers.downloads.ui,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Live Talk Free Video Call (Google Play), by Live Video Call",https://play.google.com/store/apps/details?id=com.rjdeveloper.livetalkfreevideochat,Mobile application,1,6,16.67%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: AppLock - Lock Apps & Privacy Guard (Google Play), by Weather Forecast - WaiWao Studio",https://play.google.com/store/apps/details?id=com.privac.tools.applock,Mobile application,2,48,4.17%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Bubble Shooter Puzzle (Google Play), by Bubble Shooter Games by Ilyon",https://play.google.com/store/apps/details?id=bubbleshooter.puzzle,Mobile application,1,33,3.03%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Video Editor - Photo Video Status Maker (Google Play), by Yellow Chilly Mobile Apps",https://play.google.com/store/apps/details?id=com.yellowchillymobileapps.videoeditorphototovideomaker,Mobile application,0,8,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Birthday MV Master Video Status Maker (Google Play), by sgpixels",https://play.google.com/store/apps/details?id=birthday.photo.video.maker.music.sgpixel,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Real Cake Maker 3D - Bake, Design & Decorate (Google Play), by Coco Play By TabTale",https://play.google.com/store/apps/details?id=com.cocoplay.cakemaker,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Balls Break Bricks - Fun Time Killing Game (Google Play), by Monnie Max",https://play.google.com/store/apps/details?id=com.acoin.breakbricks.balls,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: 2020 Calendar (Google Play), by PeakeCorp",https://play.google.com/store/apps/details?id=com.peake.hindicalender,Mobile application,2,3,66.67%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Super Call Recorder (Google Play), by MeiHillMan",https://play.google.com/store/apps/details?id=com.meihillman.callrecorder,Mobile application,0,27,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Wood Block Puzzle (Google Play), by головоломка world studio",https://play.google.com/store/apps/details?id=com.addswhilessuffers.binds,Mobile application,1,17,5.88%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Dharmik App : Aarti, Bhajan, Mantras & More (Google Play), by Everjust Apps LLC",https://play.google.com/store/apps/details?id=hindu.dharmik.app.everjustapps,Mobile application,2,2,100.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Bubble Shooter (Google Play), by LIANweiwei",https://play.google.com/store/apps/details?id=com.gathercultivatecountry.attack,Mobile application,1,12,8.33%,USD,0.02,0.02,0.00,0.00,0.00%
"Mobile App: Sudoku - Free Classic Sudoku Puzzles (Google Play), by Beetles Games Studio",https://play.google.com/store/apps/details?id=easy.sudoku.puzzle.solver.free,Mobile application,0,13,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Radha Krishna Wallpapers (Google Play), by All Time Best",https://play.google.com/store/apps/details?id=justforu.radhakrishnabestapp,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: English Tamil Dictionary (Google Play), by INNOVATIVE-SOFTWARE",https://play.google.com/store/apps/details?id=com.dictionary.ta,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
youtube.com,http://youtube.com,Site,0,21,0.00%,USD, --,0.00,0.00,0.00,0.00%
